State,District,Pincode
Karnataka,Bijapur,586120
Karnataka,Bijapur,586101
Karnataka,Bijapur,586102
Karnataka,Bijapur,586124
Karnataka,Bijapur,586206
Karnataka,Bijapur,586115
Karnataka,Bijapur,586208
Karnataka,Bijapur,586205
Karnataka,Bijapur,494448
Karnataka,Bijapur,586130
Karnataka,Bijapur,586125
Karnataka,Bijapur,494552
Karnataka,Bijapur,586122
Karnataka,Bijapur,586121
Karnataka,Bijapur,587117
Karnataka,Bijapur,586209
Karnataka,Bijapur,586126
Karnataka,Bijapur,586212
Karnataka,Chamrajnagar,571442
Karnataka,Chamrajnagar,571439
Karnataka,Chamrajnagar,571111
Karnataka,Chamrajnagar,571117
Karnataka,Chamrajnagar,571127
Karnataka,Chamrajnagar,571441
Karnataka,Chamrajnagar,571313
Karnataka,Chamrajnagar,571316
Karnataka,Chamrajnagar,571457
Karnataka,Chamrajnagar,571123
Karnataka,Chamrajnagar,571126
Karnataka,Chamrajnagar,571440
Karnataka,Chamrajnagar,571109
Karnataka,Chamrajnagar,571115
Karnataka,Chamrajnagar,571342
Karnataka,Chamrajnagar,571443
Karnataka,Chamrajnagar,571320
Karnataka,Chamrajnagar,571444
Karnataka,Chamrajnagar,571490
Karnataka,Chamrajnagar,571128
Karnataka,Chamrajnagar,571319
Karnataka,Chamrajnagar,571491
Karnataka,Chickmagalur,577126
Karnataka,Chickmagalur,577139
Karnataka,Chickmagalur,577134
Karnataka,Chickmagalur,577547
Karnataka,Chickmagalur,577123
Karnataka,Chickmagalur,577548
Karnataka,Chickmagalur,577111
Karnataka,Chickmagalur,577101
Karnataka,Chickmagalur,577228
Karnataka,Chickmagalur,573132
Karnataka,Chickmagalur,577138
Karnataka,Chickmagalur,577550
Karnataka,Chickmagalur,577131
Karnataka,Chickmagalur,577179
Karnataka,Chickmagalur,577112
Karnataka,Chickmagalur,577116
Karnataka,Chickmagalur,577122
Karnataka,Chickmagalur,577113
Karnataka,Chickmagalur,577135
Karnataka,Chickmagalur,577144
Karnataka,Chickmagalur,577114
Karnataka,Chickmagalur,577132
Karnataka,Chickmagalur,577120
Karnataka,Chickmagalur,577146
Karnataka,Chickmagalur,577127
Karnataka,Chickmagalur,577136
Karnataka,Chickmagalur,577130
Karnataka,Chickmagalur,577145
Karnataka,Chickmagalur,577117
Karnataka,Chickmagalur,577549
Karnataka,Chickmagalur,577140
Karnataka,Chickmagalur,577102
Karnataka,Chickmagalur,577180
Karnataka,Chickmagalur,577160
Karnataka,Chickmagalur,577175
Karnataka,Chickmagalur,577118
Karnataka,Chickmagalur,577124
Karnataka,Chickmagalur,577133
Karnataka,Chickmagalur,577121
Karnataka,Chickmagalur,577168
Karnataka,Chickmagalur,577181
Karnataka,Chickmagalur,577129
Karnataka,Chickmagalur,577125
Karnataka,Chickmagalur,577142
Karnataka,Chickmagalur,577128
Karnataka,Chickmagalur,577137
Karnataka,Chitradurga,577536
Karnataka,Chitradurga,577546
Karnataka,Chitradurga,577526
Karnataka,Chitradurga,577511
Karnataka,Chitradurga,577558
Karnataka,Chitradurga,577541
Karnataka,Chitradurga,573114
Karnataka,Chitradurga,572143
Karnataka,Chitradurga,577545
Karnataka,Chitradurga,577557
Karnataka,Chitradurga,577555
Karnataka,Chitradurga,577554
Karnataka,Chitradurga,577533
Karnataka,Chitradurga,577515
Karnataka,Chitradurga,577596
Karnataka,Chitradurga,577223
Karnataka,Chitradurga,577527
Karnataka,Chitradurga,577529
Karnataka,Chitradurga,577522
Karnataka,Chitradurga,577517
Karnataka,Chitradurga,572144
Karnataka,Chitradurga,577519
Karnataka,Chitradurga,577520
Karnataka,Chitradurga,577521
Karnataka,Chitradurga,577543
Karnataka,Chitradurga,577532
Karnataka,Chitradurga,577535
Karnataka,Chitradurga,577538
Karnataka,Chitradurga,577523
Karnataka,Chitradurga,577502
Karnataka,Chitradurga,577501
Karnataka,Chitradurga,577537
Karnataka,Chitradurga,577540
Karnataka,Chitradurga,577524
Karnataka,Chitradurga,577531
Karnataka,Chitradurga,577539
Karnataka,Chitradurga,577542
Karnataka,Chitradurga,577518
Karnataka,Dakshina Kannada,574145
Karnataka,Dakshina Kannada,574260
Karnataka,Dakshina Kannada,574142
Karnataka,Dakshina Kannada,575007
Karnataka,Dakshina Kannada,574211
Karnataka,Dakshina Kannada,574141
Karnataka,Dakshina Kannada,574239
Karnataka,Dakshina Kannada,574324
Karnataka,Dakshina Kannada,574217
Karnataka,Dakshina Kannada,574227
Karnataka,Dakshina Kannada,574285
Karnataka,Dakshina Kannada,574235
Karnataka,Dakshina Kannada,575017
Karnataka,Dakshina Kannada,574219
Karnataka,Dakshina Kannada,574253
Karnataka,Dakshina Kannada,574242
Karnataka,Dakshina Kannada,574237
Karnataka,Dakshina Kannada,574314
Karnataka,Dakshina Kannada,574198
Karnataka,Dakshina Kannada,574223
Karnataka,Dakshina Kannada,574210
Karnataka,Dakshina Kannada,575006
Karnataka,Dakshina Kannada,574266
Karnataka,Dakshina Kannada,574199
Karnataka,Dakshina Kannada,574154
Karnataka,Dakshina Kannada,574233
Karnataka,Dakshina Kannada,574267
Karnataka,Dakshina Kannada,575011
Karnataka,Dakshina Kannada,575027
Karnataka,Dakshina Kannada,574241
Karnataka,Dakshina Kannada,575030
Karnataka,Dakshina Kannada,574153
Karnataka,Dakshina Kannada,574212
Karnataka,Dakshina Kannada,574221
Karnataka,Dakshina Kannada,575002
Karnataka,Dakshina Kannada,574232
Karnataka,Dakshina Kannada,574218
Karnataka,Dakshina Kannada,574272
Karnataka,Dakshina Kannada,574326
Karnataka,Dakshina Kannada,574214
Karnataka,Dakshina Kannada,574203
Karnataka,Dakshina Kannada,574323
Karnataka,Dakshina Kannada,574240
Karnataka,Dakshina Kannada,574213
Karnataka,Dakshina Kannada,575001
Karnataka,Dakshina Kannada,574259
Karnataka,Dakshina Kannada,575004
Karnataka,Dakshina Kannada,575008
Karnataka,Dakshina Kannada,575005
Karnataka,Dakshina Kannada,574238
Karnataka,Dakshina Kannada,574325
Karnataka,Dakshina Kannada,574243
Karnataka,Dakshina Kannada,575328
Karnataka,Dakshina Kannada,574222
Karnataka,Dakshina Kannada,574248
Karnataka,Dakshina Kannada,575003
Karnataka,Dakshina Kannada,574201
Karnataka,Dakshina Kannada,575029
Karnataka,Dakshina Kannada,574228
Karnataka,Dakshina Kannada,574146
Karnataka,Dakshina Kannada,574202
Karnataka,Dakshina Kannada,574160
Karnataka,Dakshina Kannada,574216
Karnataka,Dakshina Kannada,574150
Karnataka,Dakshina Kannada,574143
Karnataka,Dakshina Kannada,574144
Karnataka,Dakshina Kannada,574229
Karnataka,Dakshina Kannada,574234
Karnataka,Dakshina Kannada,574220
Karnataka,Dakshina Kannada,574301
Karnataka,Dakshina Kannada,574313
Karnataka,Dakshina Kannada,575009
Karnataka,Dakshina Kannada,574173
Karnataka,Dakshina Kannada,574265
Karnataka,Dakshina Kannada,574230
Karnataka,Dakshina Kannada,574151
Karnataka,Dakshina Kannada,574279
Karnataka,Dakshina Kannada,574236
Karnataka,Dakshina Kannada,574148
Karnataka,Dakshina Kannada,575015
Karnataka,Dakshina Kannada,575023
Karnataka,Dakshina Kannada,574197
Karnataka,Dakshina Kannada,574189
Karnataka,Dakshina Kannada,575022
Karnataka,Dakshina Kannada,575014
Karnataka,Dakshina Kannada,575028
Karnataka,Dakshina Kannada,575019
Karnataka,Dakshina Kannada,575016
Karnataka,Dakshina Kannada,575013
Karnataka,Dakshina Kannada,574258
Karnataka,Dakshina Kannada,574162
Karnataka,Dakshina Kannada,574327
Karnataka,Dakshina Kannada,574109
Karnataka,Dakshina Kannada,574224
Karnataka,Dakshina Kannada,574165
Karnataka,Dakshina Kannada,575018
Karnataka,Dakshina Kannada,575010
Karnataka,Dakshina Kannada,574225
Karnataka,Dakshina Kannada,574226
Karnataka,Dakshina Kannada,574166
Karnataka,Dakshina Kannada,575021
Karnataka,Dakshina Kannada,574231
Karnataka,Dakshina Kannada,574107
Karnataka,Dakshina Kannada,574509
Karnataka,Dakshina Kannada,574169
Karnataka,Dakshina Kannada,574179
Karnataka,Dakshina Kannada,576128
Karnataka,Dakshina Kannada,574264
Karnataka,Dakshina Kannada,574180
Karnataka,Dakshina Kannada,574164
Karnataka,Dakshina Kannada,575025
Karnataka,Dakshina Kannada,576117
Karnataka,Dakshina Kannada,575020
Karnataka,Davangare,583131
Karnataka,Davangare,577213
Karnataka,Davangare,583127
Karnataka,Davangare,583137
Karnataka,Davangare,577512
Karnataka,Davangare,577601
Karnataka,Davangare,577534
Karnataka,Davangare,577528
Karnataka,Davangare,577556
Karnataka,Davangare,583125
Karnataka,Davangare,577217
Karnataka,Davangare,577552
Karnataka,Davangare,583213
Karnataka,Davangare,577513
Karnataka,Davangare,577514
Karnataka,Davangare,577003
Karnataka,Davangare,577589
Karnataka,Davangare,577525
Karnataka,Davangare,577219
Karnataka,Davangare,577005
Karnataka,Davangare,577001
Karnataka,Davangare,577002
Karnataka,Davangare,577551
Karnataka,Davangare,577224
Karnataka,Davangare,577223
Karnataka,Davangare,577231
Karnataka,Davangare,577516
Karnataka,Davangare,577553
Karnataka,Davangare,577518
Karnataka,Davangare,577566
Karnataka,Davangare,577221
Karnataka,Davangare,577004
Karnataka,Davangare,577218
Karnataka,Davangare,577225
Karnataka,Davangare,577215
Karnataka,Davangare,577230
Karnataka,Davangare,577006
Karnataka,Davangare,577544
Karnataka,Davangare,577530
Karnataka,Davangare,577557
Karnataka,Davangare,577243
Karnataka,Davangare,577502
Karnataka,Davangare,581119
Karnataka,Dharward,580028
Karnataka,Dharward,581207
Karnataka,Dharward,582208
Karnataka,Dharward,581103
Karnataka,Dharward,581201
Karnataka,Dharward,580025
Karnataka,Dharward,580024
Karnataka,Dharward,582201
Karnataka,Dharward,580007
Karnataka,Dharward,581113
Karnataka,Dharward,581212
Karnataka,Dharward,581209
Karnataka,Dharward,581204
Karnataka,Dharward,580114
Karnataka,Dharward,581117
Karnataka,Dharward,580011
Karnataka,Dharward,580023
Karnataka,Dharward,580118
Karnataka,Dharward,580001
Karnataka,Dharward,580003
Karnataka,Dharward,580008
Karnataka,Dharward,580006
Karnataka,Dharward,580002
Karnataka,Dharward,580009
Karnataka,Dharward,580005
Karnataka,Dharward,580004
Karnataka,Dharward,581105
Karnataka,Dharward,580030
Karnataka,Dharward,581107
Karnataka,Dharward,580112
Karnataka,Dharward,580020
Karnataka,Dharward,580029
Karnataka,Dharward,580031
Karnataka,Dharward,580021
Karnataka,Dharward,580026
Karnataka,Dharward,580032
Karnataka,Dharward,581206
Karnataka,Gadag,582111
Karnataka,Gadag,582116
Karnataka,Gadag,582103
Karnataka,Gadag,582205
Karnataka,Gadag,582209
Karnataka,Gadag,582203
Karnataka,Gadag,582118
Karnataka,Gadag,582102
Karnataka,Gadag,582112
Karnataka,Gadag,582207
Karnataka,Gadag,582113
Karnataka,Gadag,582204
Karnataka,Gadag,582202
Karnataka,Gadag,582120
Karnataka,Gadag,582114
Karnataka,Gadag,582117
Karnataka,Gadag,582101
Karnataka,Gadag,582119
Karnataka,Gadag,582115
Karnataka,Gadag,581118
Karnataka,Gadag,582206
Karnataka,Gadag,582211
Karnataka,Gadag,582210
Karnataka,Gulbarga,585223
Karnataka,Gulbarga,585222
Karnataka,Gulbarga,585301
Karnataka,Gulbarga,585216
Karnataka,Gulbarga,585315
Karnataka,Gulbarga,585314
Karnataka,Gulbarga,585290
Karnataka,Gulbarga,585321
Karnataka,Gulbarga,585211
Karnataka,Gulbarga,585202
Karnataka,Gulbarga,585302
Karnataka,Gulbarga,585325
Karnataka,Gulbarga,585316
Karnataka,Gulbarga,585303
Karnataka,Gulbarga,585212
Karnataka,Gulbarga,585305
Karnataka,Gulbarga,585310
Karnataka,Gulbarga,585322
Karnataka,Gulbarga,585236
Karnataka,Gulbarga,585104
Karnataka,Gulbarga,585221
Karnataka,Gulbarga,585309
Karnataka,Gulbarga,585319
Karnataka,Gulbarga,585265
Karnataka,Gulbarga,585306
Karnataka,Gulbarga,585237
Karnataka,Gulbarga,585308
Karnataka,Gulbarga,585317
Karnataka,Gulbarga,585225
Karnataka,Gulbarga,585355
Karnataka,Gulbarga,585228
Karnataka,Gulbarga,585287
Karnataka,Gulbarga,585311
Karnataka,Gulbarga,585102
Karnataka,Gulbarga,585304
Karnataka,Gulbarga,585312
Karnataka,Gulbarga,585213
Karnataka,Gulbarga,585214
Karnataka,Gulbarga,585313
Karnataka,Gulbarga,585318
Karnataka,Gulbarga,585307
Karnataka,Gulbarga,585220
Karnataka,Gulbarga,585103
Karnataka,Gulbarga,585105
Karnataka,Gulbarga,585101
Karnataka,Gulbarga,585106
Karnataka,Gulbarga,585324
Karnataka,Gulbarga,585323
Karnataka,Gulbarga,585291
Karnataka,Gulbarga,585320
Karnataka,Gulbarga,585215
Karnataka,Gulbarga,585217
Karnataka,Gulbarga,585218
Karnataka,Gulbarga,585210
Karnataka,Gulbarga,585292
Karnataka,Gulbarga,585219
Karnataka,Gulbarga,585229
Karnataka,Gulbarga,585224
Karnataka,Gulbarga,585201
Karnataka,Hassan,573214
Karnataka,Hassan,573102
Karnataka,Hassan,573116
Karnataka,Hassan,573103
Karnataka,Hassan,573128
Karnataka,Hassan,573131
Karnataka,Hassan,573213
Karnataka,Hassan,573212
Karnataka,Hassan,573150
Karnataka,Hassan,573216
Karnataka,Hassan,573210
Karnataka,Hassan,573134
Karnataka,Hassan,573120
Karnataka,Hassan,573215
Karnataka,Hassan,573122
Karnataka,Hassan,573201
Karnataka,Hassan,573101
Karnataka,Hassan,573125
Karnataka,Hassan,573112
Karnataka,Hassan,573118
Karnataka,Hassan,573123
Karnataka,Hassan,573162
Karnataka,Hassan,573211
Karnataka,Hassan,573111
Karnataka,Hassan,573124
Karnataka,Hassan,573220
Karnataka,Hassan,573115
Karnataka,Hassan,573130
Karnataka,Hassan,573135
Karnataka,Hassan,573113
Karnataka,Hassan,573129
Karnataka,Hassan,573136
Karnataka,Hassan,573217
Karnataka,Hassan,573218
Karnataka,Hassan,573164
Karnataka,Hassan,573137
Karnataka,Hassan,573121
Karnataka,Hassan,577119
Karnataka,Hassan,573141
Karnataka,Hassan,573142
Karnataka,Hassan,573117
Karnataka,Hassan,573119
Karnataka,Hassan,573133
Karnataka,Hassan,573219
Karnataka,Hassan,573144
Karnataka,Hassan,573126
Karnataka,Hassan,573127
Karnataka,Hassan,573139
Karnataka,Haveri,581101
Karnataka,Haveri,581128
Karnataka,Haveri,581115
Karnataka,Haveri,581102
Karnataka,Haveri,581110
Karnataka,Haveri,581109
Karnataka,Haveri,581106
Karnataka,Haveri,581210
Karnataka,Haveri,581203
Karnataka,Haveri,581208
Karnataka,Haveri,581104
Karnataka,Haveri,581126
Karnataka,Haveri,581120
Karnataka,Haveri,581202
Karnataka,Haveri,581205
Karnataka,Haveri,581108
Karnataka,Haveri,581211
Karnataka,Haveri,581111
Karnataka,Haveri,581145
Karnataka,Haveri,581118
Karnataka,Haveri,581193
Karnataka,Haveri,581119
Karnataka,Haveri,581116
Karnataka,Haveri,581148
Karnataka,Haveri,581213
Karnataka,Haveri,581112
Karnataka,Haveri,581123
Karnataka,Kodagu,571236
Karnataka,Kodagu,571253
Karnataka,Kodagu,571251
Karnataka,Kodagu,571235
Karnataka,Kodagu,571211
Karnataka,Kodagu,571237
Karnataka,Kodagu,571218
Karnataka,Kodagu,571212
Karnataka,Kodagu,571213
Karnataka,Kodagu,571215
Karnataka,Kodagu,571201
Karnataka,Kodagu,571217
Karnataka,Kodagu,571249
Karnataka,Kodagu,571234
Karnataka,Kodagu,574234
Karnataka,Kodagu,571252
Karnataka,Kodagu,571219
Karnataka,Kodagu,571214
Karnataka,Kodagu,571216
Karnataka,Kodagu,571231
Karnataka,Kodagu,571254
Karnataka,Kodagu,571247
Karnataka,Kodagu,571248
Karnataka,Kodagu,571232
Karnataka,Kodagu,571250
Karnataka,Kodagu,574314
Karnataka,Kolar,562105
Karnataka,Kolar,563161
Karnataka,Kolar,562103
Karnataka,Kolar,563138
Karnataka,Kolar,562101
Karnataka,Kolar,561213
Karnataka,Kolar,563160
Karnataka,Kolar,563132
Karnataka,Kolar,563128
Karnataka,Kolar,563113
Karnataka,Kolar,563131
Karnataka,Kolar,563125
Karnataka,Kolar,563114
Karnataka,Kolar,563133
Karnataka,Kolar,563130
Karnataka,Kolar,563101
Karnataka,Kolar,562104
Karnataka,Kolar,563121
Karnataka,Kolar,563127
Karnataka,Kolar,561207
Karnataka,Kolar,561211
Karnataka,Kolar,563129
Karnataka,Kolar,563139
Karnataka,Kolar,563134
Karnataka,Kolar,563123
Karnataka,Kolar,561209
Karnataka,Kolar,563115
Karnataka,Kolar,563116
Karnataka,Kolar,562102
Karnataka,Kolar,563124
Karnataka,Kolar,563159
Karnataka,Kolar,561208
Karnataka,Kolar,563126
Karnataka,Kolar,563117
Karnataka,Kolar,563118
Karnataka,Kolar,563122
Karnataka,Kolar,563162
Karnataka,Kolar,561206
Karnataka,Kolar,563120
Karnataka,Kolar,563136
Karnataka,Kolar,563146
Karnataka,Kolar,561228
Karnataka,Kolar,563137
Karnataka,Kolar,561210
Karnataka,Kolar,563135
Karnataka,Kolar,563119
Karnataka,Kolar,561212
Karnataka,Koppal,583234
Karnataka,Koppal,583235
Karnataka,Koppal,583226
Karnataka,Koppal,583227
Karnataka,Koppal,583230
Karnataka,Koppal,583238
Karnataka,Koppal,583232
Karnataka,Koppal,584112
Karnataka,Koppal,583236
Karnataka,Koppal,584114
Karnataka,Koppal,584121
Karnataka,Koppal,584130
Karnataka,Koppal,583229
Karnataka,Koppal,583237
Karnataka,Koppal,584166
Karnataka,Koppal,583228
Karnataka,Koppal,584119
Karnataka,Koppal,583268
Karnataka,Koppal,584131
Karnataka,Koppal,583231
Karnataka,Koppal,583233
Karnataka,Mandya,571425
Karnataka,Mandya,571404
Karnataka,Mandya,571430
Karnataka,Mandya,571436
Karnataka,Mandya,571426
Karnataka,Mandya,571605
Karnataka,Mandya,571807
Karnataka,Mandya,571418
Karnataka,Mandya,571434
Karnataka,Mandya,571433
Karnataka,Mandya,571424
Karnataka,Mandya,571432
Karnataka,Mandya,571423
Karnataka,Mandya,571415
Karnataka,Mandya,571427
Karnataka,Mandya,571812
Karnataka,Mandya,571448
Karnataka,Mandya,571431
Karnataka,Mandya,571416
Karnataka,Mandya,571606
Karnataka,Mandya,571417
Karnataka,Mandya,571419
Karnataka,Mandya,571402
Karnataka,Mandya,571405
Karnataka,Mandya,571422
Karnataka,Mandya,571445
Karnataka,Mandya,571802
Karnataka,Mandya,571463
Karnataka,Mandya,571421
Karnataka,Mandya,571429
Karnataka,Mandya,571446
Karnataka,Mandya,571403
Karnataka,Mandya,571455
Karnataka,Mandya,571810
Karnataka,Mandya,571811
Karnataka,Mandya,571438
Karnataka,Mandya,571428
Karnataka,Mandya,571450
Karnataka,Mandya,571401
Karnataka,Mandya,571607
Karnataka,Mandya,571435
Karnataka,Mandya,571437
Karnataka,Mysore,570011
Karnataka,Mysore,571119
Karnataka,Mysore,570026
Karnataka,Mysore,571107
Karnataka,Mysore,571102
Karnataka,Mysore,571130
Karnataka,Mysore,571602
Karnataka,Mysore,571617
Karnataka,Mysore,571114
Karnataka,Mysore,571312
Karnataka,Mysore,571108
Karnataka,Mysore,571601
Karnataka,Mysore,570008
Karnataka,Mysore,571189
Karnataka,Mysore,571101
Karnataka,Mysore,571311
Karnataka,Mysore,571604
Karnataka,Mysore,571124
Karnataka,Mysore,571105
Karnataka,Mysore,570015
Karnataka,Mysore,571116
Karnataka,Mysore,571121
Karnataka,Mysore,570018
Karnataka,Mysore,571608
Karnataka,Mysore,571129
Karnataka,Mysore,571110
Karnataka,Mysore,571302
Karnataka,Mysore,570020
Karnataka,Mysore,571104
Karnataka,Mysore,571125
Karnataka,Mysore,570010
Karnataka,Mysore,570004
Karnataka,Mysore,571314
Karnataka,Mysore,571120
Karnataka,Mysore,571610
Karnataka,Mysore,570001
Karnataka,Mysore,571315
Karnataka,Mysore,571187
Karnataka,Mysore,570025
Karnataka,Mysore,571603
Karnataka,Mysore,570007
Karnataka,Mysore,570002
Karnataka,Mysore,571134
Karnataka,Mysore,570016
Karnataka,Mysore,570017
Karnataka,Mysore,570012
Karnataka,Mysore,570014
Karnataka,Mysore,570023
Karnataka,Mysore,570019
Karnataka,Mysore,570021
Karnataka,Mysore,571118
Karnataka,Mysore,571122
Karnataka,Mysore,570024
Karnataka,Mysore,570006
Karnataka,Mysore,570005
Karnataka,Mysore,570003
Karnataka,Mysore,571301
Karnataka,Mysore,570022
Karnataka,Mysore,570009
Karnataka,Raichur,584128
Karnataka,Raichur,584123
Karnataka,Raichur,584129
Karnataka,Raichur,584140
Karnataka,Raichur,584125
Karnataka,Raichur,584120
Karnataka,Raichur,584122
Karnataka,Raichur,584113
Karnataka,Raichur,584111
Karnataka,Raichur,584203
Karnataka,Raichur,584102
Karnataka,Raichur,584136
Karnataka,Raichur,584138
Karnataka,Raichur,584116
Karnataka,Raichur,584167
Karnataka,Raichur,584143
Karnataka,Raichur,584126
Karnataka,Raichur,584134
Karnataka,Raichur,584115
Karnataka,Raichur,584127
Karnataka,Raichur,584170
Karnataka,Raichur,584139
Karnataka,Raichur,584103
Karnataka,Raichur,584135
Karnataka,Raichur,584124
Karnataka,Raichur,584132
Karnataka,Raichur,584202
Karnataka,Raichur,584118
Karnataka,Raichur,584133
Karnataka,Raichur,584101
Karnataka,Shimoga,577225
Karnataka,Shimoga,577412
Karnataka,Shimoga,577227
Karnataka,Shimoga,577413
Karnataka,Shimoga,577450
Karnataka,Shimoga,577411
Karnataka,Shimoga,577427
Karnataka,Shimoga,577417
Karnataka,Shimoga,577214
Karnataka,Shimoga,577243
Karnataka,Shimoga,577245
Karnataka,Shimoga,577401
Karnataka,Shimoga,577233
Karnataka,Shimoga,577421
Karnataka,Shimoga,577414
Karnataka,Shimoga,577426
Karnataka,Shimoga,577211
Karnataka,Shimoga,577434
Karnataka,Shimoga,577423
Karnataka,Shimoga,577201
Karnataka,Shimoga,577301
Karnataka,Shimoga,577431
Karnataka,Shimoga,577432
Karnataka,Shimoga,577226
Karnataka,Shimoga,577232
Karnataka,Shimoga,577429
Karnataka,Shimoga,577115
Karnataka,Shimoga,577302
Karnataka,Shimoga,577418
Karnataka,Shimoga,577222
Karnataka,Shimoga,577436
Karnataka,Shimoga,577428
Karnataka,Shimoga,577216
Karnataka,Shimoga,577416
Karnataka,Shimoga,577422
Karnataka,Shimoga,577415
Karnataka,Shimoga,577229
Karnataka,Shimoga,577419
Karnataka,Shimoga,577202
Karnataka,Shimoga,577220
Karnataka,Shimoga,577430
Karnataka,Shimoga,577433
Karnataka,Shimoga,577452
Karnataka,Shimoga,577447
Karnataka,Shimoga,577448
Karnataka,Shimoga,577424
Karnataka,Shimoga,577435
Karnataka,Shimoga,577451
Karnataka,Shimoga,577203
Karnataka,Shimoga,577231
Karnataka,Shimoga,577204
Karnataka,Shimoga,577444
Karnataka,Shimoga,577425
Karnataka,Tumkur,572129
Karnataka,Tumkur,572141
Karnataka,Tumkur,572216
Karnataka,Tumkur,572220
Karnataka,Tumkur,572222
Karnataka,Tumkur,572224
Karnataka,Tumkur,572211
Karnataka,Tumkur,572111
Karnataka,Tumkur,572212
Karnataka,Tumkur,572213
Karnataka,Tumkur,572117
Karnataka,Tumkur,572140
Karnataka,Tumkur,572106
Karnataka,Tumkur,572227
Karnataka,Tumkur,572121
Karnataka,Tumkur,572116
Karnataka,Tumkur,572118
Karnataka,Tumkur,572225
Karnataka,Tumkur,572136
Karnataka,Tumkur,572175
Karnataka,Tumkur,572113
Karnataka,Tumkur,572112
Karnataka,Tumkur,572217
Karnataka,Tumkur,572137
Karnataka,Tumkur,572123
Karnataka,Tumkur,572119
Karnataka,Tumkur,572228
Karnataka,Tumkur,572214
Karnataka,Tumkur,572101
Karnataka,Tumkur,572133
Karnataka,Tumkur,572215
Karnataka,Tumkur,572114
Karnataka,Tumkur,572130
Karnataka,Tumkur,572202
Karnataka,Tumkur,572104
Karnataka,Tumkur,572219
Karnataka,Tumkur,572218
Karnataka,Tumkur,572107
Karnataka,Tumkur,572126
Karnataka,Tumkur,572135
Karnataka,Tumkur,572120
Karnataka,Tumkur,572125
Karnataka,Tumkur,572132
Karnataka,Tumkur,561202
Karnataka,Tumkur,572124
Karnataka,Tumkur,572128
Karnataka,Tumkur,572115
Karnataka,Tumkur,572163
Karnataka,Tumkur,572127
Karnataka,Tumkur,572138
Karnataka,Tumkur,572221
Karnataka,Tumkur,572142
Karnataka,Tumkur,572226
Karnataka,Tumkur,572139
Karnataka,Tumkur,572201
Karnataka,Tumkur,572102
Karnataka,Tumkur,572223
Karnataka,Tumkur,572168
Karnataka,Tumkur,572122
Karnataka,Tumkur,572134
Karnataka,Tumkur,572103
Karnataka,Tumkur,572105
Karnataka,Tumkur,572145
Karnataka,Udupi,576225
Karnataka,Udupi,576101
Karnataka,Udupi,574119
Karnataka,Udupi,576226
Karnataka,Udupi,574101
Karnataka,Udupi,576283
Karnataka,Udupi,574118
Karnataka,Udupi,576233
Karnataka,Udupi,576227
Karnataka,Udupi,576103
Karnataka,Udupi,576211
Karnataka,Udupi,576212
Karnataka,Udupi,576124
Karnataka,Udupi,576213
Karnataka,Udupi,576222
Karnataka,Udupi,576107
Karnataka,Udupi,576117
Karnataka,Udupi,576223
Karnataka,Udupi,574103
Karnataka,Udupi,574117
Karnataka,Udupi,576224
Karnataka,Udupi,576115
Karnataka,Udupi,576234
Karnataka,Udupi,574102
Karnataka,Udupi,574122
Karnataka,Udupi,576210
Karnataka,Udupi,574129
Karnataka,Udupi,576112
Karnataka,Udupi,576113
Karnataka,Udupi,576111
Karnataka,Udupi,576221
Karnataka,Udupi,574115
Karnataka,Udupi,576244
Karnataka,Udupi,574110
Karnataka,Udupi,576121
Karnataka,Udupi,574107
Karnataka,Udupi,576214
Karnataka,Udupi,576215
Karnataka,Udupi,576230
Karnataka,Udupi,576102
Karnataka,Udupi,574108
Karnataka,Udupi,576201
Karnataka,Udupi,576216
Karnataka,Udupi,576247
Karnataka,Udupi,576235
Karnataka,Udupi,574113
Karnataka,Udupi,576229
Karnataka,Udupi,576217
Karnataka,Udupi,576219
Karnataka,Udupi,574104
Karnataka,Udupi,576282
Karnataka,Udupi,576218
Karnataka,Udupi,574109
Karnataka,Udupi,576122
Karnataka,Udupi,574144
Karnataka,Udupi,574114
Karnataka,Udupi,574106
Karnataka,Udupi,576114
Karnataka,Udupi,574105
Karnataka,Udupi,576120
Karnataka,Udupi,576231
Karnataka,Udupi,576105
Karnataka,Udupi,576254
Karnataka,Udupi,574116
Karnataka,Udupi,576220
Karnataka,Udupi,576106
Karnataka,Udupi,576108
Karnataka,Udupi,576257
Karnataka,Udupi,574244
Karnataka,Udupi,574504
Karnataka,Udupi,576104
Karnataka,Udupi,576126
Karnataka,Udupi,574138
Karnataka,Udupi,574111
Karnataka,Udupi,574112
Karnataka,Udupi,574139
Karnataka,Udupi,576228
Karnataka,Udupi,576127
Karnataka,Udupi,576232
Karnataka,Uttara Kannada,581344
Karnataka,Uttara Kannada,581319
Karnataka,Uttara Kannada,581340
Karnataka,Uttara Kannada,581348
Karnataka,Uttara Kannada,581355
Karnataka,Uttara Kannada,581351
Karnataka,Uttara Kannada,581314
Karnataka,Uttara Kannada,581453
Karnataka,Uttara Kannada,581325
Karnataka,Uttara Kannada,581322
Karnataka,Uttara Kannada,581343
Karnataka,Uttara Kannada,581363
Karnataka,Uttara Kannada,581324
Karnataka,Uttara Kannada,581315
Karnataka,Uttara Kannada,581329
Karnataka,Uttara Kannada,581350
Karnataka,Uttara Kannada,581358
Karnataka,Uttara Kannada,581349
